epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,3082.59,1.07225,0.61582,0.90693,0.61247,0.43867,0.47128,0.24793,1.46143,0.84759,1.02593,0.0077824,0.0077824,0.0077824
114,3109.44,1.08755,0.62126,0.90979,0.60271,0.43697,0.46856,0.2473,1.47742,0.8564,1.02479,0.0077626,0.0077626,0.0077626
115,3136.35,1.07366,0.61813,0.90526,0.61096,0.42902,0.45935,0.24615,1.46317,0.8635,1.02225,0.0077428,0.0077428,0.0077428
116,3163.51,1.07624,0.61738,0.90844,0.62776,0.43125,0.47483,0.25072,1.46773,0.85034,1.02144,0.007723,0.007723,0.007723
117,3190.31,1.07267,0.61668,0.90365,0.62594,0.42632,0.47576,0.25105,1.46482,0.85607,1.02012,0.0077032,0.0077032,0.0077032
118,3217.29,1.0708,0.61048,0.90111,0.61518,0.42684,0.46945,0.24687,1.46636,0.86291,1.02302,0.0076834,0.0076834,0.0076834
119,3243.88,1.07608,0.61493,0.90669,0.61821,0.43831,0.47582,0.25026,1.45699,0.855,1.02222,0.0076636,0.0076636,0.0076636
120,3270.54,1.06698,0.61217,0.9052,0.60997,0.43923,0.4719,0.25143,1.45258,0.84038,1.02592,0.0076438,0.0076438,0.0076438
121,3297.48,1.0667,0.61106,0.90628,0.62091,0.4323,0.47616,0.24724,1.47565,0.85427,1.01754,0.007624,0.007624,0.007624
122,3324.74,1.07742,0.61607,0.90934,0.63869,0.42894,0.47298,0.24774,1.46957,0.84488,1.02605,0.0076042,0.0076042,0.0076042
123,3352.26,1.07081,0.61304,0.90796,0.61564,0.43627,0.47758,0.25007,1.45702,0.84442,1.02524,0.0075844,0.0075844,0.0075844
124,3379.39,1.06426,0.60922,0.90407,0.63175,0.43134,0.47816,0.25262,1.43711,0.83689,1.0173,0.0075646,0.0075646,0.0075646
125,3405.94,1.0442,0.59993,0.90175,0.61336,0.43822,0.47774,0.2515,1.45388,0.85145,1.02046,0.0075448,0.0075448,0.0075448
126,3432.51,1.06938,0.61141,0.90405,0.63063,0.43902,0.47922,0.25153,1.46519,0.85077,1.01895,0.007525,0.007525,0.007525
127,3459.37,1.06519,0.60678,0.90361,0.6144,0.43767,0.46916,0.24652,1.46985,0.85546,1.02496,0.0075052,0.0075052,0.0075052
128,3486.56,1.07135,0.61511,0.90317,0.61833,0.4382,0.47927,0.24852,1.47746,0.84358,1.02625,0.0074854,0.0074854,0.0074854
129,3513.59,1.06187,0.60722,0.90321,0.6225,0.4404,0.4765,0.25212,1.45779,0.84242,1.02519,0.0074656,0.0074656,0.0074656
130,3540.82,1.06802,0.6064,0.90448,0.61434,0.44333,0.47927,0.25074,1.46191,0.84183,1.02014,0.0074458,0.0074458,0.0074458
131,3567.67,1.05494,0.60237,0.90171,0.6111,0.44643,0.479,0.25302,1.46008,0.84263,1.01752,0.007426,0.007426,0.007426
132,3594.46,1.05667,0.60317,0.89928,0.61906,0.44659,0.47737,0.24951,1.4639,0.83255,1.02441,0.0074062,0.0074062,0.0074062
