epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,8541.81,0.7761,0.438,0.84729,0.72891,0.55834,0.62226,0.3422,1.25773,0.65122,0.95034,0.00882409,0.00882409,0.00882409
114,8617.07,0.77965,0.44008,0.84824,0.72878,0.55788,0.62214,0.34241,1.25729,0.65098,0.95016,0.00880389,0.00880389,0.00880389
115,8692.82,0.77802,0.43936,0.84719,0.72874,0.55798,0.62232,0.34263,1.25706,0.65088,0.95007,0.00878354,0.00878354,0.00878354
116,8768.19,0.7756,0.4383,0.84724,0.7286,0.55768,0.62227,0.34263,1.25677,0.65065,0.95007,0.00876305,0.00876305,0.00876305
117,8843.73,0.77571,0.4369,0.84771,0.73009,0.55767,0.62237,0.34271,1.25672,0.65037,0.95008,0.00874241,0.00874241,0.00874241
118,8919.13,0.77417,0.43712,0.84687,0.72917,0.55834,0.62303,0.34278,1.25669,0.65049,0.95011,0.00872162,0.00872162,0.00872162
119,8994.68,0.77323,0.43614,0.84799,0.72866,0.55902,0.62334,0.34295,1.25653,0.65039,0.95017,0.00870069,0.00870069,0.00870069
120,9069.73,0.77179,0.43513,0.84648,0.72904,0.55888,0.62328,0.34292,1.2566,0.65051,0.95023,0.00867961,0.00867961,0.00867961
121,9145.17,0.77698,0.43716,0.84727,0.72793,0.55922,0.62337,0.34298,1.25638,0.65043,0.95009,0.00865839,0.00865839,0.00865839
122,9220.35,0.77167,0.43536,0.84671,0.72801,0.55973,0.62379,0.3431,1.25625,0.65032,0.95008,0.00863703,0.00863703,0.00863703
123,9295.7,0.77292,0.43654,0.84756,0.72802,0.55973,0.62398,0.34308,1.25617,0.65049,0.95,0.00861553,0.00861553,0.00861553
124,9370.72,0.76624,0.43313,0.84632,0.72665,0.56025,0.62398,0.34322,1.25619,0.65048,0.95008,0.00859389,0.00859389,0.00859389
