Epoch,Train Loss,Val Loss,mIoU,Road IoU,Lane IoU,Learning Rate
246,0.1372671127319336,0.15584070794284344,0.8142530787736177,0.9231798425316811,0.7053263150155544,0.0009258290675285047
247,0.12366543337702751,0.18063118774443865,0.8188986666500568,0.9317134916782379,0.7060838416218758,0.0009284932025575703
248,0.13065586611628532,0.15479755774140358,0.8151962962001562,0.9228869006037712,0.7075056917965412,0.0009311124669511263
249,0.12459730356931686,0.14575617481023073,0.8266810458153486,0.929829329252243,0.7235327623784542,0.000933686572998001
250,0.12575067579746246,0.15543069690465927,0.8266102615743876,0.9323659911751747,0.7208545319736004,0.0009362152379474081
251,0.13213044591248035,0.16750960517674685,0.8158582840114832,0.9245738387107849,0.7071427293121815,0.0009386981840400055
252,0.13492845743894577,0.16400809958577156,0.7996295299381018,0.9130526930093765,0.686206366866827,0.0009411351385384051
253,0.13839858025312424,0.1507529392838478,0.8246408998966217,0.9285255149006844,0.720756284892559,0.0009435258337571317
254,0.12990917079150677,0.1689393538981676,0.815578531473875,0.9210891351103783,0.7100679278373718,0.0009458700070920264
255,0.12967990525066853,0.15821986738592386,0.8317835535854101,0.9358855411410332,0.7276815660297871,0.0009481674010490929
256,0.13277548179030418,0.1542192343622446,0.8097133152186871,0.9181674942374229,0.7012591361999512,0.0009504177632727811
257,0.12969078496098518,0.1355719268321991,0.8377146758139133,0.9338992238044739,0.7415301278233528,0.0009526208465737067
258,0.12384607829153538,0.1783995535224676,0.8039247877895832,0.920443557202816,0.6874060183763504,0.0009547764089558046
259,0.12920921854674816,0.13779017981141806,0.8377308920025826,0.9348191022872925,0.7406426817178726,0.0009568842136429093
260,0.1309557557106018,0.14348971750587225,0.8287264816462994,0.9303348213434219,0.7271181419491768,0.000958944029104765
261,0.12819703295826912,0.16591509524732828,0.8173141460865736,0.9281370565295219,0.7064912356436253,0.0009609556290824565
262,0.12344524823129177,0.17651481926441193,0.8260558620095253,0.9341546446084976,0.717957079410553,0.0009629187926132632
263,0.12642457894980907,0.15623288787901402,0.8195086680352688,0.9233054742217064,0.7157118618488312,0.0009648333040549303
264,0.13330505415797234,0.17694394011050463,0.8112971186637878,0.9269475340843201,0.6956467032432556,0.0009666989531093562
265,0.12222089618444443,0.18368113320320845,0.7990285120904446,0.9168347790837288,0.6812222450971603,0.000968515534845692
266,0.12624075263738632,0.14083900675177574,0.8306247815489769,0.9310971945524216,0.7301523685455322,0.0009702828497228525
267,0.12246905826032162,0.14577312022447586,0.8285112176090479,0.9312887936830521,0.7257336415350437,0.0009720007036114344
268,0.12370380014181137,0.16025874949991703,0.8154667373746634,0.9235539883375168,0.7073794864118099,0.0009736689078150402
269,0.1281533632427454,0.1537163844332099,0.8219682164490223,0.9284931197762489,0.7154433131217957,0.0009752872790910057
270,0.12632291577756405,0.1482700789347291,0.8219794295728207,0.9256977215409279,0.7182611376047134,0.0009768556396705277
271,0.12037097476422787,0.1807756246998906,0.8080036453902721,0.9234718009829521,0.6925354897975922,0.0009783738172781918
272,0.12895083986222744,0.15101861581206322,0.8368903286755085,0.9368069395422935,0.7369737178087234,0.0009798416451508945
273,0.1321693230420351,0.18600591830909252,0.8133024722337723,0.9281026944518089,0.6985022500157356,0.0009812589620561624
274,0.12851603515446186,0.1483682645484805,0.8274392001330853,0.9314035400748253,0.7234748601913452,0.000982625612309862
275,0.12580803781747818,0.1496518300846219,0.8375500123947859,0.937653161585331,0.7374468632042408,0.0009839414457933013
276,0.12359778210520744,0.1583241680637002,0.8233214616775513,0.9270240813493729,0.7196188420057297,0.0009852063179697182
277,0.1268835198134184,0.1699761599302292,0.8350003995001316,0.9399189874529839,0.7300818115472794,0.0009864200899001587
278,0.12066958844661713,0.1777814356610179,0.7879252191632986,0.9037245288491249,0.6721259094774723,0.0009875826282587372
279,0.12994101643562317,0.16067763324826956,0.8072971124202013,0.9190694689750671,0.6955247558653355,0.000988693805347283
280,0.11907489970326424,0.1624447861686349,0.8156748339533806,0.9264174997806549,0.7049321681261063,0.000989753499109365
281,0.1228469405323267,0.15242424327880144,0.8267433885484934,0.9320805296301842,0.7214062474668026,0.0009907615931437016
282,0.11969747580587864,0.16367157548666,0.8263180106878281,0.933275543153286,0.7193604782223701,0.0009917179767169446
283,0.12216843105852604,0.16930039506405592,0.8156449105590582,0.9271847829222679,0.7041050381958485,0.0009926225447758432
284,0.13335156254470348,0.14820419251918793,0.8200438283383846,0.925724670290947,0.7143629863858223,0.0009934751979587843
285,0.12318944185972214,0.1781228045001626,0.8142043147236109,0.9284870252013206,0.6999216042459011,0.000994275842606706
286,0.11970456689596176,0.13692556787282228,0.8313235007226467,0.9307657554745674,0.731881245970726,0.0009950243907733852
287,0.12095965258777142,0.15612535923719406,0.8404889144003391,0.9393763467669487,0.7416014820337296,0.0009957207602350991
288,0.13006232306361198,0.16983467806130648,0.8076895177364349,0.9222198128700256,0.6931592226028442,0.0009963648744996563
289,0.12513750232756138,0.15099367126822472,0.8480796385556459,0.9436246529221535,0.7525346241891384,0.000996956662814799
290,0.13336490094661713,0.1628455687314272,0.8067000526934862,0.919606126844883,0.6937939785420895,0.0009974960601759743
291,0.12409043684601784,0.14106251019984484,0.8293828964233398,0.9299711436033249,0.7287946492433548,0.0009979830073334759
292,0.12551193498075008,0.19175233785063028,0.8014979045838118,0.9219325259327888,0.6810632832348347,0.0009984174507989515
293,0.1274393405765295,0.14799739606678486,0.8264776058495045,0.9293388798832893,0.7236163318157196,0.0009987993428512778
294,0.12127086520195007,0.1507084034383297,0.8390329107642174,0.938147135078907,0.7399186864495277,0.0009991286415418034
295,0.1257795486599207,0.15905484650284052,0.8178245946764946,0.9273190200328827,0.7083301693201065,0.0009994053106989551
296,0.12233650498092175,0.17938560526818037,0.8306622207164764,0.9386724829673767,0.7226519584655762,0.0009996293199322135
297,0.1211179867386818,0.15579489339143038,0.809009239077568,0.9170785546302795,0.7009399235248566,0.0009998006446354487
298,0.1212135124951601,0.1701457044109702,0.8349157050251961,0.9386032819747925,0.7312281280755997,0.0009999192659896244
299,0.1231929175555706,0.2260381132364273,0.8236381486058235,0.9402791559696198,0.7069971412420273,0.0009999851709648654
300,0.11796052940189838,0.14514965377748013,0.8267349936068058,0.9302507489919662,0.7232192382216454,0.0009999996852817637
301,0.12261302955448627,0.16232979018241167,0.8119054064154625,0.9191601425409317,0.7046506702899933,0.0009999921320639046
302,0.11491747200489044,0.15808597672730684,0.8338198885321617,0.9368891268968582,0.7307506501674652,0.0009999745080368106
303,0.1160656288266182,0.1607724092900753,0.8061764892190695,0.9193342924118042,0.6930186860263348,0.0009999468135554654
304,0.11516411416232586,0.1691176099702716,0.8244236148893833,0.9290195927023888,0.7198276370763779,0.0009999090491776914
305,0.12754639238119125,0.1432812213897705,0.8250137232244015,0.928033322095871,0.721994124352932,0.0009998612156641399
306,0.1242697685956955,0.1453976770862937,0.8336930423974991,0.9335390999913216,0.7338469848036766,0.0009998033139782738
307,0.12496336363255978,0.16493055038154125,0.8239678628742695,0.9289742931723595,0.7189614325761795,0.0009997353452863497
308,0.12070629186928272,0.16575272381305695,0.8347758129239082,0.9374116808176041,0.7321399450302124,0.0009996573109573945
309,0.11780434474349022,0.15172906685620546,0.8269639145582914,0.9321625828742981,0.7217652462422848,0.0009995692125631765
310,0.11802419275045395,0.16761849075555801,0.803217189386487,0.9185542166233063,0.6878801621496677,0.0009994710518781754
311,0.12244307436048985,0.19901660829782486,0.7842952944338322,0.9073749780654907,0.6612156108021736,0.0009993628308795448
312,0.15873731672763824,0.16313240490853786,0.8261503390967846,0.9305000603199005,0.7218006178736687,0.000999244551747074
313,0.12643250450491905,0.22920511849224567,0.8083800547756255,0.9316217079758644,0.6851384015753865,0.0009991162168631435
314,0.12609888240695,0.13958480302244425,0.8417629189789295,0.937475860118866,0.7460499778389931,0.0009989778288126761
315,0.12525391392409801,0.18414414580911398,0.7842273022979498,0.900918647646904,0.6675359569489956,0.0009988293903830862
316,0.12650543451309204,0.15630658250302076,0.8295845463871956,0.9329645112156868,0.7262045815587044,0.0009986709045642231
317,0.12300414964556694,0.15625570435076952,0.8260225038975477,0.9328336715698242,0.7192113362252712,0.000998502374548311
318,0.11625328660011292,0.15341629460453987,0.8229550402611494,0.930371955037117,0.7155381254851818,0.0009983238037298836
319,0.11626845970749855,0.1773308701813221,0.830913757905364,0.9379901215434074,0.7238373942673206,0.0009981351957057177
320,0.11799297481775284,0.16501847561448812,0.8423792831599712,0.9427184835076332,0.7420400828123093,0.0009979365542747587
321,0.116023113951087,0.13535958621650934,0.8341049663722515,0.9331246539950371,0.7350852787494659,0.000997727883438046
322,0.11956378631293774,0.15043279435485601,0.8414509892463684,0.9402549564838409,0.7426470220088959,0.0009975091873986304
323,0.11607929319143295,0.14379934780299664,0.8376365825533867,0.936907134950161,0.7383660301566124,0.0009972804705614914
324,0.1137299221009016,0.1561477379873395,0.8246784582734108,0.9322717189788818,0.7170851975679398,0.0009970417375334468
325,0.11538213305175304,0.1654433337971568,0.8354032542556524,0.9402221739292145,0.7305843345820904,0.0009967929931230617
326,0.11163882538676262,0.1597605925053358,0.8261089641600847,0.9326123520731926,0.7196055762469769,0.0009965342423405494
327,0.11475386656820774,0.17379787471145391,0.8304761163890362,0.9357701539993286,0.7251820787787437,0.0009962654903976722
328,0.11490079574286938,0.16646569781005383,0.7994315326213837,0.913662739098072,0.6852003261446953,0.0009959867427076368
329,0.11844039335846901,0.2873786073178053,0.7958965273573995,0.9330054447054863,0.6587876100093126,0.000995698004884983
330,0.12446656450629234,0.1882892306894064,0.7921529375016689,0.9060159772634506,0.6782898977398872,0.0009953992827454728
331,0.11804108321666718,0.15616228431463242,0.8267968334257603,0.9328094869852066,0.7207841798663139,0.0009950905823059722
332,0.11567565239965916,0.17257920000702143,0.8053019009530544,0.9220683947205544,0.6885354071855545,0.0009947719097843305
333,0.11845231056213379,0.15960522089153528,0.8358434066176414,0.938043549656868,0.7336432635784149,0.0009944432715992548
334,0.11471637338399887,0.15226571634411812,0.818875677883625,0.9250445887446404,0.7127067670226097,0.0009941046743701808
335,0.12053230591118336,0.17910631466656923,0.821176590397954,0.9335794001817703,0.7087737806141376,0.0009937561249171386
336,0.11722194030880928,0.1470127236098051,0.8258872590959072,0.927175797522068,0.7245987206697464,0.0009933976302606178
337,0.11826056614518166,0.2054327167570591,0.8269107826054096,0.9421025216579437,0.7117190435528755,0.000993029197621423
338,0.12493797577917576,0.15184724144637585,0.8461157791316509,0.9439990371465683,0.7482325211167336,0.0009926508344205304
339,0.11655585840344429,0.15977933630347252,0.8050769381225109,0.91715057939291,0.6930032968521118,0.0009922625482789375
340,0.11751344986259937,0.13625450991094112,0.8390013799071312,0.9366516172885895,0.7413511425256729,0.00099186434701751
341,0.11258606985211372,0.15921048168092966,0.7992155533283949,0.9125867784023285,0.6858443282544613,0.0009914562386568245
342,0.11615568585693836,0.156174105592072,0.8199120983481407,0.9241112470626831,0.7157129496335983,0.0009910382314170054
343,0.11255684122443199,0.15072913747280836,0.8436468560248613,0.9433970227837563,0.7438966892659664,0.0009906103337175619
344,0.11067032441496849,0.18258020281791687,0.8115319646894932,0.9282638430595398,0.6948000863194466,0.000990172554177216
345,0.11213037557899952,0.13035038951784372,0.8438520543277264,0.9380550310015678,0.7496490776538849,0.00098972490161373
346,0.11199410259723663,0.13816868886351585,0.8452473618090153,0.9405136778950691,0.7499810457229614,0.0009892673850437294
347,0.11796017922461033,0.15097492095082998,0.8296539280563593,0.9339035004377365,0.7254043556749821,0.00098880001368252
348,0.11056169867515564,0.14393795374780893,0.8223570864647627,0.9274866580963135,0.7172275148332119,0.000988322796943903
349,0.111002491787076,0.1468276772648096,0.8200491480529308,0.9261587262153625,0.7139395698904991,0.0009878357444399863
350,0.11043623089790344,0.19925142358988523,0.8062341995537281,0.9283117055892944,0.6841566935181618,0.0009873388659809887
351,0.12628738582134247,0.1480945087969303,0.8373117223381996,0.9365571588277817,0.7380662858486176,0.000986832171575044
352,0.11509514041244984,0.1495295763015747,0.8124976195394993,0.9195166379213333,0.7054786011576653,0.0009863156714279993
353,0.11062469705939293,0.18480926379561424,0.8362953085452318,0.941500760614872,0.7310898564755917,0.0009857893759432088
354,0.10766426473855972,0.1526191784068942,0.8397091776132584,0.9410433620214462,0.7383749932050705,0.0009852532957213243
355,0.10890394635498524,0.15527146309614182,0.8124338574707508,0.9208894371986389,0.7039782777428627,0.0009847074415600826
356,0.11615837551653385,0.15085723530501127,0.8389485962688923,0.9377541616559029,0.7401430308818817,0.0009841518244540865
357,0.10653393529355526,0.16032451670616865,0.8083471786230803,0.9212874323129654,0.6954069249331951,0.000983586455594585
358,0.10718940384685993,0.1485786596313119,0.8354916218668222,0.9372696653008461,0.7337135784327984,0.0009830113463692464
359,0.10996021330356598,0.15098149981349707,0.8362570405006409,0.9370587840676308,0.735455296933651,0.0009824265083619302
360,0.11137625388801098,0.13143062591552734,0.8360590226948261,0.9326865077018738,0.7394315376877785,0.0009818319533524528
361,0.11128251068294048,0.16178033221513033,0.8204639758914709,0.9306909218430519,0.7102370299398899,0.0009812276933163506
362,0.10916818305850029,0.13119894824922085,0.8526366576552391,0.944039449095726,0.7612338662147522,0.0009806137404246393
363,0.10947139002382755,0.18684255797415972,0.8174397237598896,0.930061586201191,0.7048178613185883,0.0009799901070435672
364,0.12832990288734436,0.26697782054543495,0.8087157537229359,0.9379796534776688,0.6794518539682031,0.0009793568057343684
365,0.12328679673373699,0.15481637697666883,0.8139096237719059,0.9234503656625748,0.704368881881237,0.0009787138492530077
366,0.1103463415056467,0.14814237784594297,0.8151371087878942,0.9228040426969528,0.7074701748788357,0.0009780612505499247
367,0.10907931625843048,0.1546685378998518,0.8207396622747183,0.9278964102268219,0.7135829143226147,0.0009773990227697734
368,0.11294647864997387,0.16726137418299913,0.7980482280254364,0.9098624512553215,0.6862340047955513,0.000976727179251156
369,0.12862033024430275,0.15724462922662497,0.8175536282360554,0.9239835143089294,0.7111237421631813,0.0009760457335263553
370,0.12179045751690865,0.1509535312652588,0.8218793347477913,0.926201269030571,0.7175574004650116,0.0009753546993210623
371,0.1095039565116167,0.14786095265299082,0.8376961965113878,0.9385072737932205,0.7368851192295551,0.0009746540905540989
372,0.11076357401907444,0.16255749017000198,0.8380376026034355,0.940583273768425,0.735491931438446,0.0009739439213371379
373,0.107585733756423,0.14498196728527546,0.8159383237361908,0.9208817705512047,0.7109948769211769,0.0009732242059744191
374,0.1072264239192009,0.14375704620033503,0.8397222589701414,0.9386859834194183,0.7407585345208645,0.0009724949589624612
375,0.10949173010885715,0.1475644838064909,0.8150455895811319,0.922491267323494,0.7075999118387699,0.0009717561949897686
376,0.11512264609336853,0.163709944114089,0.8375332523137331,0.940087728202343,0.7349787764251232,0.0009710079289365376
377,0.10831345804035664,0.13443495519459248,0.8469320647418499,0.9407900869846344,0.7530740424990654,0.0009702501758743544
378,0.11292803660035133,0.14703354239463806,0.818424453958869,0.9245181232690811,0.7123307846486568,0.0009694829510658938
379,0.10613017901778221,0.1671587936580181,0.8436666838824749,0.9453331530094147,0.7420002147555351,0.0009687062699646101
380,0.1066912841051817,0.1596746975556016,0.802501467987895,0.914776898920536,0.690226037055254,0.0009679201482144262
381,0.12171690911054611,0.15944764390587807,0.8320483099669218,0.9371041506528854,0.7269924692809582,0.0009671246016494192
382,0.11030297167599201,0.22256117220968008,0.8282627258449793,0.9406213834881783,0.7159040682017803,0.0009663196462935007
383,0.11165015585720539,0.15292568039149046,0.8237102031707764,0.9254498779773712,0.7219705283641815,0.0009655052983600943
384,0.11965761333703995,0.14858625084161758,0.840572401881218,0.9391619190573692,0.7419828847050667,0.000964681574251809
385,0.10943891853094101,0.16684938222169876,0.8150039333850145,0.9258512556552887,0.7041566111147404,0.0009638484905601091
386,0.10788073763251305,0.12986242724582553,0.8520692065358162,0.9429989084601402,0.7611395046114922,0.0009630060640649795
387,0.10844349302351475,0.15123244747519493,0.8239511698484421,0.9266612604260445,0.7212410792708397,0.0009621543117345883
388,0.11044583469629288,0.17780269030481577,0.8409184794872999,0.9424182698130608,0.7394186891615391,0.0009612932507249446
389,0.10852920264005661,0.18555951723828912,0.8200782937929034,0.933865524828434,0.7062910627573729,0.0009604228983795529
390,0.10243734158575535,0.22504135314375162,0.8315225606784225,0.9455885291099548,0.7174565922468901,0.0009595432722290638
391,0.10469093360006809,0.14392649289220572,0.8348885290324688,0.9354733377695084,0.7343037202954292,0.0009586543899909217
392,0.10571589320898056,0.13941420335322618,0.8443725984543562,0.9406051635742188,0.7481400333344936,0.0009577562695690069
393,0.10844478756189346,0.156984010245651,0.8392315115779638,0.9412153661251068,0.7372476570308208,0.0009568489290532749
394,0.10531246662139893,0.13709882646799088,0.8363604731857777,0.9344931319355965,0.7382278144359589,0.0009559323867193932
395,0.10660157538950443,0.14022504445165396,0.82561469450593,0.9274540469050407,0.7237753421068192,0.0009550066610283719
396,0.10679416172206402,0.1415962972678244,0.8401558082550764,0.9389383792877197,0.7413732372224331,0.000954071770626193
397,0.10438136011362076,0.1433943910524249,0.855796592310071,0.9476043283939362,0.7639888562262058,0.0009531277343434335
398,0.10611504688858986,0.1538212765008211,0.8146841414272785,0.9218521863222122,0.7075160965323448,0.0009521745711948877
399,0.10358884185552597,0.19299016520380974,0.8279334213584661,0.9402663856744766,0.7156004570424557,0.0009512123003791827
400,0.10759962722659111,0.19143456313759089,0.8281137254089117,0.9377418011426926,0.7184856496751308,0.0009502409412783929
401,0.10925248824059963,0.13035147730261087,0.8448448590934277,0.9372071325778961,0.7524825856089592,0.0009492605134576485
402,0.10473199933767319,0.1926077390089631,0.8284009769558907,0.9397519752383232,0.7170499786734581,0.0009482710366647428
403,0.10349039360880852,0.14614039193838835,0.8240465968847275,0.9276460856199265,0.7204471081495285,0.0009472725308297328
404,0.10459434799849987,0.21986462734639645,0.8270516358315945,0.9400746822357178,0.7140285894274712,0.0009462650160645392
405,0.10295282676815987,0.14358343929052353,0.8293544724583626,0.930206261575222,0.7285026833415031,0.0009452485126625402
406,0.10280250385403633,0.26724740117788315,0.8235487230122089,0.9442091211676598,0.7028883248567581,0.0009442230410981642
407,0.10630415007472038,0.132644004188478,0.8312664106488228,0.9301023706793785,0.7324304506182671,0.0009431886220264751
408,0.11011707596480846,0.1479988805949688,0.8212525714188814,0.9270004257559776,0.7155047170817852,0.000942145276282759
409,0.10357337817549706,0.14912456599995494,0.8371970001608133,0.9394469708204269,0.7349470295011997,0.0009410930248821022
410,0.10526631027460098,0.17338569834828377,0.8435315117239952,0.9467994570732117,0.7402635663747787,0.0009400318890189694
411,0.10392127186059952,0.16142962500452995,0.821233231574297,0.9272076636552811,0.7152587994933128,0.0009389618900667759
412,0.10668743401765823,0.17201218008995056,0.8323852010071278,0.9373115003108978,0.7274589017033577,0.0009378830495774578
413,0.11052863858640194,0.1463812468573451,0.8529709335416555,0.9469554647803307,0.7589864023029804,0.0009367953892810378
414,0.10505504533648491,0.14063349552452564,0.8314962461590767,0.9327972158789635,0.7301952764391899,0.0009356989310851867
415,0.10299772769212723,0.1916283331811428,0.8389239925891161,0.9456033483147621,0.7322446368634701,0.0009345936970747829
416,0.10177825763821602,0.14560655411332846,0.8450790289789438,0.9425280168652534,0.7476300410926342,0.0009334797095114677
417,0.1027311384677887,0.16586779756471515,0.8325989227741957,0.9376707822084427,0.7275270633399487,0.0009323569908331964
418,0.10117717459797859,0.154622801579535,0.8417464792728424,0.9437360912561417,0.7397568672895432,0.0009312255636537864
419,0.10298294760286808,0.14931910205632448,0.8263390623033047,0.9307115226984024,0.7219666019082069,0.0009300854507624624
420,0.10433954931795597,0.14606609661132097,0.8294257260859013,0.9335488229990005,0.725302629172802,0.0009289366751233962
421,0.1020426768809557,0.17148089408874512,0.8344405833631754,0.9419462159276009,0.7269349507987499,0.000927779259875245
422,0.10339819639921188,0.1616981429979205,0.8335393220186234,0.9323900490999222,0.7346885949373245,0.0009266132283306856
423,0.1151367723941803,0.1485400851815939,0.8402823805809021,0.9380982890725136,0.7424664720892906,0.0009254386039759436
424,0.11383538320660591,0.17519726837053895,0.8283347608521581,0.9384678229689598,0.7182016987353563,0.0009242554104703218
425,0.1055387519299984,0.14063445571810007,0.8224287629127502,0.9259939342737198,0.7188635915517807,0.0009230636716457227
426,0.11369237303733826,0.13499610405415297,0.8459374643862247,0.9406988844275475,0.751176044344902,0.0009218634115061686
427,0.1029081866145134,0.2033219551667571,0.8116944162175059,0.932708315551281,0.6906805168837309,0.0009206546542273186
428,0.11352814733982086,0.12387778982520103,0.8482613302767277,0.9395660161972046,0.7569566443562508,0.0009194374241559811
429,0.10433047078549862,0.13885316904634237,0.8317659329622984,0.932782843708992,0.7307490222156048,0.0009182117458096235
430,0.10374012589454651,0.144520060159266,0.8392109200358391,0.9397445172071457,0.7386773228645325,0.0009169776438758789
431,0.10075570456683636,0.16467165434733033,0.8234381340444088,0.934441588819027,0.7124346792697906,0.000915735143212048
432,0.10094984248280525,0.14853928610682487,0.8277573697268963,0.9313292130827904,0.7241855263710022,0.0009144842688445991
433,0.09918774478137493,0.15308874566107988,0.8529091645032167,0.9479634463787079,0.7578548826277256,0.0009132250459686636
434,0.10338995233178139,0.18669001292437315,0.8382439622655511,0.9451169744133949,0.7313709501177073,0.000911957499947529
435,0.09664648771286011,0.14723657630383968,0.8390474785119295,0.9399142563343048,0.7381807006895542,0.0009106816563121274
436,0.10230736806988716,0.1498726811259985,0.8536802046000957,0.947723813354969,0.7596365958452225,0.0009093975407605219
437,0.09853057935833931,0.1593752666376531,0.8420571759343147,0.943125993013382,0.7409883588552475,0.0009081051791573882
438,0.09911433607339859,0.2285001277923584,0.8347997684031725,0.9466400071978569,0.7229595296084881,0.0009068045975334945
439,0.10194909200072289,0.13657936360687017,0.8297516517341137,0.930746965110302,0.7287563383579254,0.0009054958220851766
440,0.10982968471944332,0.20058279670774937,0.8387951552867889,0.9462070688605309,0.731383241713047,0.0009041788791738105
441,0.09743508882820606,0.1520830444060266,0.8355011604726315,0.9373844861984253,0.7336178347468376,0.0009028537953252816
442,0.09633569419384003,0.12707237154245377,0.8481128253042698,0.9393599033355713,0.7568657472729683,0.0009015205972294497
443,0.10299571231007576,0.1700598606839776,0.8355542607605457,0.9395708069205284,0.731537714600563,0.0009001793117396123
444,0.10410668700933456,0.13898332510143518,0.8359638620167971,0.9358309656381607,0.7360967583954334,0.0008988299658719631
445,0.09911111555993557,0.15235199499875307,0.8452710695564747,0.9445357173681259,0.7460064217448235,0.0008974725868050482
446,0.09989769384264946,0.1633530156686902,0.7964917663484812,0.9094154685735703,0.6835680641233921,0.0008961072018792185
447,0.10081024281680584,0.15798656921833754,0.8513152841478586,0.9468200653791428,0.7558105029165745,0.0008947338385960788
448,0.0993525218218565,0.14632981596514583,0.8396835569292307,0.9396720975637436,0.7396950162947178,0.0008933525246179346
449,0.10004888661205769,0.16498914640396833,0.8345898147672415,0.9391157701611519,0.7300638593733311,0.0008919632877672342
450,0.09717265702784061,0.13721164129674435,0.8373817764222622,0.9340086057782173,0.7407549470663071,0.000890566156026008
451,0.10257038287818432,0.189386785030365,0.8336217207834125,0.9410076588392258,0.7262357827275991,0.0008891611575353062
452,0.10063497349619865,0.15389602351933718,0.8513640370219946,0.9477374702692032,0.754990603774786,0.0008877483205946308
453,0.09918840602040291,0.13678588066250086,0.8333537764847279,0.9325931444764137,0.734114408493042,0.0008863276736613661
454,0.09868142753839493,0.17402520589530468,0.8136908747255802,0.9207815006375313,0.7066002488136292,0.0008848992453502053
455,0.10423676669597626,0.21797815803438425,0.8309698477387428,0.9425492510199547,0.719390444457531,0.0008834630644325742
456,0.103732043877244,0.17733578756451607,0.7854757197201252,0.9024371728301048,0.6685142666101456,0.000882019159836052
457,0.10114192217588425,0.19422055408358574,0.8358337748795748,0.9444603398442268,0.7272072099149227,0.000880567560643788
458,0.10372234508395195,0.14195746090263128,0.8271555416285992,0.9285205528140068,0.7257905304431915,0.0008791082960939164
459,0.09901190921664238,0.1729121133685112,0.8372261300683022,0.94234349578619,0.7321087643504143,0.0008776413955789671
460,0.10029320605099201,0.13717239443212748,0.8315285164862871,0.9325574263930321,0.7304996065795422,0.0008761668886452737
461,0.1012040264904499,0.13972358964383602,0.8569839037954807,0.9484226331114769,0.7655451744794846,0.0008746848049923786
462,0.10628804750740528,0.15057736821472645,0.837230684235692,0.9401932060718536,0.7342681623995304,0.0008731951744724342
463,0.09840759634971619,0.20108476467430592,0.8259392715990543,0.9368387162685394,0.7150398269295692,0.0008716980270896024
464,0.1046439167112112,0.15002918615937233,0.8286478742957115,0.9296781048178673,0.7276176437735558,0.0008701933929994496
465,0.09965980052947998,0.1336500532925129,0.8381802886724472,0.9356914460659027,0.7406691312789917,0.0008686813025083398
466,0.10176766850054264,0.15456486819311976,0.8255360964685678,0.9322288408875465,0.7188433520495892,0.0008671617860728238
467,0.0968462098389864,0.1397148473188281,0.8439323846250772,0.940642349421978,0.7472224198281765,0.0008656348742990261
468,0.0981725063174963,0.15938032884150743,0.8520526066422462,0.947225920855999,0.7568792924284935,0.0008641005979420278
469,0.09953949227929115,0.17358784237876534,0.8347129514440894,0.9415731951594353,0.7278527077287436,0.000862558987905248
470,0.10140345804393291,0.22231486439704895,0.830250165425241,0.9434789791703224,0.7170213516801596,0.0008610100752398205
471,0.10053080134093761,0.13231039233505726,0.8487347010523081,0.9427996575832367,0.7546697445213795,0.0008594538911439693
472,0.09729258716106415,0.15801033517345786,0.8363433890044689,0.9401581659913063,0.7325286120176315,0.000857890466962379
473,0.0972529761493206,0.1552738957107067,0.821689173579216,0.9237680360674858,0.7196103110909462,0.0008563198341855647
474,0.09723012521862984,0.1316023264080286,0.8329874463379383,0.9308931306004524,0.7350817620754242,0.0008547420244492369
475,0.09540895745158195,0.15193538274616003,0.8430346343666315,0.9429690837860107,0.7431001849472523,0.0008531570695336644
476,0.09422494657337666,0.13457050826400518,0.8377284668385983,0.9353116229176521,0.7401453107595444,0.0008515650013630347
477,0.09435595013201237,0.24950156919658184,0.8255265951156616,0.9439532980322838,0.7070998921990395,0.0008499658520048101
478,0.10608252882957458,0.16569803096354008,0.8309312183409929,0.9376749619841576,0.7241874746978283,0.0008483596536690826
479,0.0990749429911375,0.14457718655467033,0.8113057985901833,0.9178933501243591,0.7047182470560074,0.0008467464387079246
480,0.10010873153805733,0.17813776433467865,0.8386814836412668,0.9421640709042549,0.7351988963782787,0.0008451262396147381
481,0.09836145490407944,0.150801339186728,0.8253447338938713,0.9269315078854561,0.7237579599022865,0.0008434990890235987
482,0.09806788712739944,0.15391290886327624,0.8360563982278109,0.938639298081398,0.7334734983742237,0.0008418650197085999
483,0.09926329553127289,0.13168616872280836,0.8390131667256355,0.9365384802222252,0.7414878532290459,0.0008402240645831916
484,0.09599003754556179,0.15245560090988874,0.8374841101467609,0.9397311061620712,0.7352371141314507,0.0008385762566995187
485,0.09300669655203819,0.1499906568787992,0.839778957888484,0.9415297657251358,0.7380281500518322,0.0008369216292477536
486,0.09291672520339489,0.2051257686689496,0.8420570017769933,0.9475615844130516,0.7365524191409349,0.0008352602155554289
487,0.0944499559700489,0.14212572295218706,0.8433216493576765,0.9404905214905739,0.7461527772247791,0.000833592049086766
488,0.0940597802400589,0.14059240696951747,0.8466151505708694,0.9435839653015137,0.7496463358402252,0.0008319171634420003
489,0.09215440601110458,0.17222895473241806,0.8258797563612461,0.9357205554842949,0.7160389572381973,0.0008302355923567053
490,0.09691302850842476,0.13786693383008242,0.8559935204684734,0.947272963821888,0.7647140771150589,0.0008285473697011127
491,0.09327821247279644,0.2044859454035759,0.8421874605119228,0.9477880969643593,0.7365868240594864,0.0008268525294794305
