Epoch,Train Loss,Val Loss,mIoU,Road IoU,Lane IoU,Learning Rate
66,0.2555207423865795,0.25857390090823174,0.7380913384258747,0.8693241626024246,0.6068585142493248,0.0001503300742129695
67,0.24828430637717247,0.26382202468812466,0.72458784468472,0.8585619479417801,0.59061374142766,0.00015355926711576944
68,0.2508388087153435,0.25931937992572784,0.7345558498054743,0.8661099970340729,0.6030017025768757,0.0001568287114314652
69,0.2462044097483158,0.2558612357825041,0.7343187928199768,0.8660836666822433,0.6025539189577103,0.00016013804803034933
70,0.24279959127306938,0.25172537565231323,0.735786534845829,0.8673949241638184,0.6041781455278397,0.00016348691340077582
71,0.2414993718266487,0.24352124333381653,0.7494011428207159,0.8778100460767746,0.6209922395646572,0.00016687493968909055
72,0.23607274517416954,0.2431112788617611,0.7467561289668083,0.8756266459822655,0.6178856119513512,0.00017030175474003673
73,0.2379404827952385,0.24166912771761417,0.7449238337576389,0.87413290143013,0.6157147660851479,0.00017376698213763435
74,0.23573752120137215,0.23477411083877087,0.7529439888894558,0.8802280128002167,0.6256599649786949,0.00017727024124652752
75,0.23143285885453224,0.23094294965267181,0.7550491709262133,0.8819233402609825,0.628175001591444,0.00018081114725379533
76,0.2309102565050125,0.23071361891925335,0.7549217697232962,0.881794236600399,0.6280493028461933,0.00018438931121122029
77,0.22734485566616058,0.2369151134043932,0.74333037994802,0.8731126263737679,0.6135481335222721,0.00018800434007801357
78,0.22687338292598724,0.2254198156297207,0.7590007577091455,0.8851999938488007,0.6328015215694904,0.00019165583676398665
79,0.22775354981422424,0.22039594873785973,0.7651636879891157,0.889708437025547,0.6406189389526844,0.00019534340017317102
80,0.21890148892998695,0.2206462025642395,0.759474627673626,0.885320171713829,0.6336290836334229,0.00019906662524787498
81,0.22181809321045876,0.21890483610332012,0.7655082568526268,0.8902999684214592,0.6407165452837944,0.00020282510301317753
82,0.21555908396840096,0.2171103898435831,0.7606432065367699,0.8865451216697693,0.6347412914037704,0.0002066184206218518
83,0.21710925176739693,0.21860898286104202,0.7573434263467789,0.8836546391248703,0.6310322135686874,0.00021044616139971378
84,0.2108897976577282,0.2129016388207674,0.768816988915205,0.8924917802214622,0.6451421976089478,0.00021430790489139202
85,0.21432341635227203,0.20679418928921223,0.7694037053734064,0.8931296542286873,0.6456777565181255,0.00021820322690651174
86,0.21426962688565254,0.20584393292665482,0.7721648309379816,0.8951140120625496,0.6492156498134136,0.0002221316995662903
87,0.20547882467508316,0.21128311567008495,0.7574914265424013,0.8833371102809906,0.631645742803812,0.00022609289135053635
88,0.20583240315318108,0.20517951250076294,0.7653756644576788,0.8895825371146202,0.6411687918007374,0.0002300863671450507
89,0.2062605358660221,0.2027611043304205,0.7762583550065756,0.8982498869299889,0.6542668230831623,0.00023411168828942086
90,0.20428971201181412,0.2128546256572008,0.755181772634387,0.8824457451701164,0.6279178000986576,0.0002381684126252048
91,0.20064100995659828,0.20620243437588215,0.7645307090133429,0.8891950324177742,0.6398663856089115,0.00024225609454450064
92,0.202898558229208,0.19546694308519363,0.7787601053714752,0.8994514048099518,0.6580688059329987,0.00024637428503889326
93,0.2007603943347931,0.1971611063927412,0.7756306696683168,0.8970351368188858,0.6542262025177479,0.0002505225317487754
94,0.19913602247834206,0.1999283256009221,0.7724187690764666,0.8946591317653656,0.6501784063875675,0.00025470037901303706
95,0.20075218006968498,0.1951024141162634,0.7810300439596176,0.9013876020908356,0.6606724858283997,0.0002589073679191171
96,0.19637108966708183,0.19357642251998186,0.7798701580613852,0.9006579220294952,0.6590823940932751,0.0002631430363534119
97,0.1982932798564434,0.19485361222177744,0.7702830322086811,0.8931746557354927,0.6473914086818695,0.0002674069190520366
98,0.19502031430602074,0.1897744033485651,0.788519648835063,0.9066496416926384,0.6703896559774876,0.000271698547651931
99,0.1967162825167179,0.19090883620083332,0.7810130584985018,0.900535099208355,0.6614910177886486,0.0002760174507423066
100,0.1924610249698162,0.19884823821485043,0.7699154410511255,0.8929729089140892,0.6468579731881618,0.0002803631539164287
101,0.19310633465647697,0.19138939585536718,0.7785490937530994,0.8993803039193153,0.6577178835868835,0.00028473517982372746
102,0.1899254471063614,0.1864937162026763,0.7929704673588276,0.909900352358818,0.6760405823588371,0.000289133048222231
103,0.19112326949834824,0.19398693926632404,0.7714018505066633,0.8940642550587654,0.6487394459545612,0.0002935562760313185
104,0.19059530645608902,0.19098787102848291,0.7753074280917645,0.8964092805981636,0.6542055755853653,0.0002980043773847834
105,0.19164662063121796,0.18974367901682854,0.7861956711858511,0.9050736650824547,0.6673176772892475,0.0003024768636842027
106,0.1898181550204754,0.19510103669017553,0.7688780575990677,0.8920931369066238,0.6456629782915115,0.00030697324365260687
107,0.186225526034832,0.18672483041882515,0.779597070068121,0.8995306268334389,0.659663513302803,0.0003114930233884443
108,0.18425698578357697,0.18456946779042482,0.7928201779723167,0.9096818938851357,0.6759584620594978,0.0003160357064198328
109,0.1852368302643299,0.19355502910912037,0.7697981055825949,0.8930365964770317,0.646559614688158,0.00032060079375909446
110,0.18644584342837334,0.18366614449769258,0.7888730093836784,0.9064329564571381,0.6713130623102188,0.00032518778395756694
111,0.18453355506062508,0.19601374119520187,0.7668802067637444,0.8915324732661247,0.642227940261364,0.00032979617316068396
112,0.18709496036171913,0.18126097600907087,0.7910299617797136,0.9079330042004585,0.6741269193589687,0.0003344254551633218
113,0.1888766624033451,0.18049803748726845,0.791726391762495,0.9077849686145782,0.6756678149104118,0.0003390751214654024
114,0.1823185496032238,0.18830764200538397,0.7745585460215807,0.8967205062508583,0.6523965857923031,0.0003437446613277492
115,0.17949224263429642,0.1859478559345007,0.7923402357846498,0.9101662039756775,0.6745142675936222,0.0003484335618281891
116,0.18393579125404358,0.18538170866668224,0.776054821908474,0.8969388380646706,0.6551708057522774,0.0003531413079178936
117,0.1828269436955452,0.1803982025012374,0.798025956377387,0.913071021437645,0.6829808913171291,0.0003578673824779551
118,0.18914292007684708,0.17583905160427094,0.7907238472253084,0.9067505151033401,0.6746971793472767,0.000362611266376188
119,0.18406672775745392,0.18263107910752296,0.7779760025441647,0.8986210152506828,0.6573309898376465,0.0003673724385241532
120,0.18387306109070778,0.17732754442840815,0.7989366874098778,0.913504496216774,0.6843688786029816,0.0003721503759343966
121,0.17855479195713997,0.1787984948605299,0.7915191389620304,0.9085064753890038,0.6745318025350571,0.00037694455377789587
122,0.1737465262413025,0.18310175277292728,0.794241463765502,0.9107590243220329,0.677723903208971,0.00038175444544171063
123,0.1772596314549446,0.17890696972608566,0.7835244666785002,0.9023023843765259,0.6647465489804745,0.0003865795225868275
124,0.1755332238972187,0.17620693892240524,0.7984155341982841,0.913643591105938,0.6831874772906303,0.00039141925520619467
125,0.17741169407963753,0.17150631546974182,0.7943276017904282,0.9090798795223236,0.6795753240585327,0.00039627311168294083
126,0.17209410294890404,0.17430479545146227,0.7961000725626945,0.9111350923776627,0.6810650527477264,0.0004011405588487697
127,0.17536109313368797,0.18284162692725658,0.7796381805092096,0.8996948599815369,0.6595815010368824,0.0004060210620425262
128,0.18363868817687035,0.1707602022215724,0.800207981839776,0.9132777974009514,0.6871381662786007,0.00041091408516892493
129,0.17073196545243263,0.17686491925269365,0.7885398492217064,0.9066707119345665,0.6704089865088463,0.00041581909075743813
130,0.1701832115650177,0.16630633361637592,0.8031468465924263,0.9146034717559814,0.6916902214288712,0.00042073554002133287
131,0.16885843127965927,0.1681305719539523,0.8009065836668015,0.9141276180744171,0.6876855492591858,0.00042566289291685454
132,0.17000125721096992,0.17629808839410543,0.7986151035875082,0.9138273894786835,0.6834028176963329,0.000430600608202547
133,0.17109781503677368,0.16766026802361012,0.7996345683932304,0.9125669002532959,0.686702236533165,0.0004355481434987046
134,0.16627340018749237,0.16617449652403593,0.8036365304142237,0.9160977527499199,0.6911753080785275,0.0004405049553469503
135,0.16581129282712936,0.16546643059700727,0.80540731549263,0.9170712307095528,0.6937434002757072,0.00044547049926993106
136,0.1661665178835392,0.17888482566922903,0.7832161150872707,0.9022477939724922,0.6641844362020493,0.0004504442298311253
137,0.17396332696080208,0.17499631363898516,0.8031125105917454,0.9168944656848907,0.6893305554986,0.00045542560069475617
138,0.16926558688282967,0.16531372722238302,0.7981491200625896,0.9113907366991043,0.684907503426075,0.0004604140646858032
139,0.16409173235297203,0.16519067622721195,0.8097734041512012,0.9198507145047188,0.6996960937976837,0.0004654090738501071
140,0.16421594098210335,0.17846701946109533,0.7859131190925837,0.9057389721274376,0.6660872660577297,0.0004704100795145588
141,0.16691404953598976,0.16765291150659323,0.8004863262176514,0.9145544692873955,0.6864181831479073,0.00047541653234736746
142,0.16053156927227974,0.16233803238719702,0.8105038069188595,0.9196507632732391,0.7013568505644798,0.0004804278824184025
143,0.16060100868344307,0.1654977034777403,0.7995898928493261,0.9131616055965424,0.6860181801021099,0.0004854435792595998
144,0.15676937624812126,0.17189904768019915,0.801113260909915,0.914889320731163,0.6873372010886669,0.0004904630719254272
145,0.16111743077635765,0.16774189937859774,0.8014541752636433,0.9137959852814674,0.6891123652458191,0.0004954858090534036
146,0.15737976133823395,0.1658851122483611,0.8001403864473104,0.913821630179882,0.6864591427147388,0.0005005112389246614
147,0.15670692175626755,0.1622397881001234,0.8102636318653822,0.9199121743440628,0.7006150893867016,0.0005055388095245515
148,0.16070613637566566,0.16464356612414122,0.8017413020133972,0.9140715599060059,0.6894110441207886,0.0005105679686032775
149,0.15467878803610802,0.16622313391417265,0.7965405564755201,0.910950094461441,0.6821310184895992,0.0005155981637365577
150,0.1556462123990059,0.16226781997829676,0.8134241513907909,0.9214614927768707,0.7053868100047112,0.000520628842386306
151,0.1584441289305687,0.16645040083676577,0.7967162989079952,0.9115990176796913,0.6818335801362991,0.0005256594519613247
152,0.15551791340112686,0.16156436037272215,0.8137788791209459,0.921936385333538,0.7056213729083538,0.0005306894398780036
153,0.16008992865681648,0.16848918702453375,0.8068524412810802,0.9177843555808067,0.6959205269813538,0.000535718253621018
154,0.15462804213166237,0.17301486991345882,0.7937381342053413,0.9103116616606712,0.6771646067500114,0.0005407453408040196
155,0.15617820248007774,0.15683145727962255,0.8116577006876469,0.9203392416238785,0.7029761597514153,0.0005457701492303125
156,0.157712634652853,0.15670159831643105,0.8107715994119644,0.919181764125824,0.7023614346981049,0.0005507921269535094
157,0.1514306515455246,0.1734306300058961,0.8014949504286051,0.9160566553473473,0.6869332455098629,0.0005558107223381595
158,0.15509364008903503,0.1636648839339614,0.7996157798916101,0.9129787757992744,0.6862527839839458,0.0005608253841203428
159,0.1558460108935833,0.16347378119826317,0.8129682634025812,0.922132208943367,0.7038043178617954,0.0005658355614682222
160,0.15408974885940552,0.16477188747376204,0.8004791717976332,0.9141172021627426,0.6868411414325237,0.0005708407040425505
161,0.15361591428518295,0.15076333470642567,0.8205416426062584,0.9249508529901505,0.7161324322223663,0.0005758402620571214
162,0.1483544372022152,0.1602827711030841,0.8048503808677197,0.9165352061390877,0.6931655555963516,0.0005808336863391606
163,0.15058716014027596,0.1649393644183874,0.8005697671324015,0.913737341761589,0.6874021925032139,0.0005858204283896491
164,0.15256226807832718,0.17398942168802023,0.8050419799983501,0.919084407389164,0.6909995526075363,0.0005907999404435723
165,0.15301476046442986,0.17949430644512177,0.8066962957382202,0.920677550137043,0.6927150413393974,0.0005957716755300899
166,0.15486598387360573,0.1663062972947955,0.8034980837255716,0.915991835296154,0.6910043321549892,0.0006007350875326165
167,0.15364648774266243,0.18012353498488665,0.8039677087217569,0.918934628367424,0.6890007890760899,0.0006056896312488097
168,0.1537662111222744,0.16032553371042013,0.8180718384683132,0.9250307902693748,0.7111128866672516,0.0006106347624504575
169,0.15202639624476433,0.15778679121285677,0.8129773158580065,0.9217948764562607,0.7041597552597523,0.0006155699379432588
170,0.15347905457019806,0.17274241987615824,0.8076199814677238,0.9204701855778694,0.6947697773575783,0.0006204946156264901
171,0.1532883681356907,0.1671651741489768,0.8119423314929008,0.9214752092957497,0.702409453690052,0.0006254082545525518
172,0.15793121606111526,0.19833469204604626,0.797625008970499,0.9184234589338303,0.6768265590071678,0.0006303103149863888
173,0.16165879368782043,0.17076452635228634,0.8056873269379139,0.9189344719052315,0.6924401819705963,0.0006352002584647762
174,0.1528063789010048,0.1760460864752531,0.8045087587088346,0.9185661822557449,0.6904513351619244,0.0006400775478554683
175,0.15826425328850746,0.17190263234078884,0.8059572093188763,0.918487474322319,0.6934269443154335,0.0006449416474161976
176,0.16980037838220596,0.1998082445934415,0.7948467489331961,0.915672555565834,0.6740209423005581,0.0006497920228535238
177,0.16624461486935616,0.2156769409775734,0.7718532029539347,0.9002470150589943,0.643459390848875,0.000654628141381523
178,0.17035017535090446,0.18923382088541985,0.8093633931130171,0.9219051972031593,0.6968215890228748,0.0006594494717803113
179,0.18334143981337547,0.15455349907279015,0.8311432749032974,0.9318346455693245,0.7304519042372704,0.0006642554844543953
180,0.1496407836675644,0.16505578067153692,0.8092498555779457,0.9198688417673111,0.6986308693885803,0.0006690456514908466
181,0.1506461724638939,0.168422126211226,0.8087139334529638,0.918988361954689,0.6984395049512386,0.0006738194467172887
182,0.15319372713565826,0.16283829882740974,0.8132496010512114,0.9207121431827545,0.7057870589196682,0.0006785763457596944
183,0.1448754370212555,0.16152045130729675,0.810018764808774,0.9206532686948776,0.6993842609226704,0.000683315826099986
184,0.1462988555431366,0.1633951049298048,0.8102571703493595,0.92006666213274,0.700447678565979,0.0006880373671334301
185,0.14789379388093948,0.174651806242764,0.8100551683455706,0.9210594147443771,0.699050921946764,0.0006927404502258226
186,0.15009402483701706,0.1757724666967988,0.7892993595451117,0.9079872965812683,0.670611422508955,0.0006974245587704595
187,0.15406108275055885,0.15627452731132507,0.8202332705259323,0.9259084835648537,0.714558057487011,0.0007020891782448811
188,0.14623461663722992,0.16991532407701015,0.7962189670652151,0.9104894623160362,0.681948471814394,0.000706733796267391
189,0.146350659430027,0.15800214186310768,0.8132487442344427,0.9220051392912865,0.704492349177599,0.0007113579026533371
190,0.1411692276597023,0.1653235387057066,0.8097354434430599,0.9211685881018639,0.698302298784256,0.0007159609894711529
191,0.1482657566666603,0.16550731100142002,0.8104664124548435,0.9197823852300644,0.7011504396796227,0.0007205425510981513
192,0.1496317721903324,0.15341319609433413,0.8213902432471514,0.9263987764716148,0.7163817100226879,0.0007251020842760638
193,0.1462419629096985,0.153455950319767,0.8181441128253937,0.9246311485767365,0.7116570770740509,0.0007296390881663206
194,0.155336145311594,0.16013436950743198,0.8168203718960285,0.9251846671104431,0.7084560766816139,0.0007341530644050651
195,0.14889347553253174,0.15052176918834448,0.8236267119646072,0.9273139014840126,0.7199395224452019,0.0007386435171578959
196,0.14526235312223434,0.149617251008749,0.8262049742043018,0.9289534315466881,0.7234565168619156,0.0007431099531743318
197,0.14207586646080017,0.16745760943740606,0.7984533589333296,0.9129386767745018,0.6839680410921574,0.0007475518818419921
198,0.13969168439507484,0.15877253003418446,0.8139156401157379,0.921952985227108,0.7058782950043678,0.0007519688152404883
199,0.14560516364872456,0.17034713551402092,0.8098452910780907,0.9202826768159866,0.6994079053401947,0.0007563602681950186
200,0.14745894819498062,0.15906540304422379,0.8063330706208944,0.9170128926634789,0.69565324857831,0.0007607257583296615
201,0.13919165916740894,0.14964100066572428,0.8227789960801601,0.9263165295124054,0.7192414626479149,0.0007650648061203631
202,0.13907479122281075,0.16148638352751732,0.8030937407165766,0.9159159287810326,0.6902715526521206,0.0007693769349476087
203,0.14299601316452026,0.15174056589603424,0.8228359222412109,0.9265888705849648,0.7190829738974571,0.0007736616711487776
204,0.13923047855496407,0.16475793812423944,0.8051164802163839,0.9172870218753815,0.6929459385573864,0.0007779185440701719
205,0.14201409369707108,0.15322802029550076,0.8372716344892979,0.9362571984529495,0.7382860705256462,0.0007821470861187152
206,0.14074869081377983,0.17052755318582058,0.804621022194624,0.9176795035600662,0.6915625408291817,0.0007863468328133149
207,0.14052534103393555,0.1537417508661747,0.8249910064041615,0.9295282363891602,0.7204537764191628,0.0007905173228358832
208,0.14372168853878975,0.16797779127955437,0.8183406721800566,0.9285158738493919,0.7081654705107212,0.0007946580980820097
209,0.1385103426873684,0.1576101165264845,0.822009015828371,0.9259913116693497,0.7180267199873924,0.0007987687037112818
210,0.14029978215694427,0.14764526020735502,0.8287329450249672,0.9292653203010559,0.7282005697488785,0.0008028486881972461
211,0.13872528821229935,0.15703792590647936,0.8093480560928583,0.9191996827721596,0.699496429413557,0.0008068976033770063
212,0.13688771054148674,0.14245882630348206,0.8348322659730911,0.9331352040171623,0.7365293279290199,0.0008109150045004518
213,0.13778255879878998,0.17268745135515928,0.7853991072624922,0.9045371487736702,0.6662610657513142,0.0008149004502791093
214,0.14078550785779953,0.15022761095315218,0.8242295421659946,0.9278463050723076,0.7206127792596817,0.0008188535029346176
215,0.13510170951485634,0.16225823294371367,0.812664233148098,0.9225681126117706,0.7027603536844254,0.0008227737282468137
216,0.13701879605650902,0.1471106829121709,0.8269618414342403,0.9289369806647301,0.7249867022037506,0.0008266606956014307
217,0.13925718516111374,0.16344351321458817,0.8161216452717781,0.9246118068695068,0.7076314836740494,0.0008305139780373971
218,0.14974983036518097,0.15512492414563894,0.8256227597594261,0.9292460232973099,0.7219994962215424,0.0008343331522937368
219,0.1478121504187584,0.16049325466156006,0.8266885504126549,0.9313286989927292,0.7220484018325806,0.0008381177988560614
220,0.1368518676608801,0.15263813827186823,0.818582933396101,0.924811951816082,0.71235391497612,0.0008418675020026516
221,0.13760952278971672,0.1690904563292861,0.8140888325870037,0.9260949641466141,0.7020827010273933,0.0008455818498501222
222,0.13607166707515717,0.17060960829257965,0.8087703976780176,0.921374648809433,0.6961661465466022,0.0008492604343986645
223,0.1409863978624344,0.16764258220791817,0.8191911075264215,0.9283757507801056,0.7100064642727375,0.0008529028515768636
224,0.13692468777298927,0.16310839354991913,0.8260127808898687,0.9311882704496384,0.7208372913300991,0.0008565087012860821
225,0.13986945524811745,0.151299636811018,0.8213931825011969,0.925307035446167,0.7174793295562267,0.0008600775874444101
226,0.13649442419409752,0.1642886670306325,0.8160121478140354,0.926443338394165,0.7055809572339058,0.0008636091180301713
227,0.13884641602635384,0.16705563105642796,0.8155031390488148,0.9268873184919357,0.7041189596056938,0.0008671029051249847
228,0.13628024235367775,0.14663045667111874,0.8314312919974327,0.9316423609852791,0.7312202230095863,0.0008705585649563757
229,0.1343025043606758,0.15476036630570889,0.8113440107554197,0.92052011936903,0.7021679021418095,0.0008739757179399306
230,0.1305462084710598,0.1459420882165432,0.8243527710437775,0.9272385835647583,0.7214669585227966,0.0008773539887209923
231,0.13389619812369347,0.15565731469541788,0.8067543786019087,0.9177940711379051,0.6957146860659122,0.0008806930062158906
232,0.13315365836024284,0.1435458455234766,0.8314300924539566,0.9312026798725128,0.7316575050354004,0.0008839924036527035
233,0.1304146684706211,0.15546755772083998,0.8128546420484781,0.9215015098452568,0.7042077742516994,0.0008872518186115452
234,0.13309993781149387,0.14992899354547262,0.8426847718656063,0.9387082308530807,0.7466613128781319,0.0008904708930643763
235,0.13311275281012058,0.14850652497261763,0.8383238222450018,0.9373202323913574,0.7393274120986462,0.0008936492734143299
236,0.13300644047558308,0.15715941041707993,0.8079922739416361,0.9182655438780785,0.6977190040051937,0.0008967866105345531
237,0.1297711543738842,0.16099011804908514,0.8145814295858145,0.9238600879907608,0.7053027711808681,0.0008998825598065569
238,0.13436145335435867,0.15814044047147036,0.8146794028580189,0.9210852757096291,0.7082735300064087,0.0009029367811580692
239,0.13916270434856415,0.1414847830310464,0.8316376283764839,0.9311356097459793,0.7321396470069885,0.0009059489391003915
240,0.13782580196857452,0.18298977706581354,0.8100879779085517,0.9278107509016991,0.6923652049154043,0.0009089187027652489
241,0.13227899745106697,0.15788385085761547,0.8317105509340763,0.9339785277843475,0.7294425740838051,0.000911845745941135
242,0.14331186935305595,0.1682910043746233,0.7918295841664076,0.9085652977228165,0.6750938706099987,0.0009147297471091444
243,0.13977266289293766,0.16051827371120453,0.8240811321884394,0.9291991144418716,0.7189631499350071,0.000917570389478289
244,0.13210292160511017,0.1571710854768753,0.8202543556690216,0.927709698677063,0.7127990126609802,0.000920367361020296
245,0.12843645364046097,0.15587538946419954,0.8252472467720509,0.9302037358283997,0.7202907577157021,0.000923120354503883
